entity:ID,name,:LABEL
e104,水利抢险工作组,my_entity
e105,直接,my_entity
e106,东北冷涡影响,my_entity
e107,浮梁地,my_entity
e108,张家团,my_entity
e109,调度,my_entity
e110,王儒林领导,my_entity
e111,治理工程,my_entity
e112,超历史实测记录大洪水,my_entity
e113,梧州市藤县,my_entity
e114,赵牛新河禹城段险情,my_entity
e115,周红波,my_entity
e116,汉江大堤,my_entity
e117,江西持续暴雨天气,my_entity
e118,超过,my_entity
e119,县城一片汪洋,my_entity
e120,疏散民众,my_entity
e121,副总工程师陈文军,my_entity
e122,广西保持高度警惕,my_entity
e123,安徽安庆201毫米,my_entity
e124,被淹,my_entity
e125,索通村段,my_entity
e126,李克强,my_entity
e127,阶段性成果,my_entity
e128,灾后生产自救,my_entity
e129,崔亮辰,my_entity
e130,洪水下泄,my_entity
e131,诸多省份,my_entity
e132,普降大,my_entity
e133,巧家县委书记方宗辉,my_entity
e134,防汛紧急状态,my_entity
e135,部分城镇,my_entity
e136,中央自然灾害生活补助资金,my_entity
e137,朔州地强降雨引发洪涝灾害致使,my_entity
e138,待产孕妇,my_entity
e139,许多灾民,my_entity
e140,最近一次,my_entity
e141,桂西干旱区域,my_entity
e142,每平方公里,my_entity
e143,一口气,my_entity
e144,嫩江县防办,my_entity
e145,薄弱环节,my_entity
e146,这次强降雨过程造成13个市州,my_entity
e147,搜救中,my_entity
e148,长江中下游,my_entity
e149,连续性暴雨过程,my_entity
e150,干流河流,my_entity
e151,洪涝灾害致95个县,my_entity
e152,浙江安徽新疆,my_entity
e153,重庆市抢险中心,my_entity
e154,村落瑞金市瑞林镇民主村,my_entity
e155,省委领导精神,my_entity
e156,人遇难,my_entity
e157,西双版纳,my_entity
e158,副高控制,my_entity
e159,部分中小河水位县域内长潭河暴涨,my_entity
e160,隐患,my_entity
e161,齐腰深,my_entity
e162,几天时间,my_entity
e163,严重旱情,my_entity
e164,洪涝灾害呈现以下特点,my_entity
e165,著名景点,my_entity
e166,漫过,my_entity
e167,河池东南部,my_entity
e168,灾区群众吃饭,my_entity
e169,咸宁市组织部队,my_entity
e170,达州市气象台消息,my_entity
e171,木竹村交界响水沟地段,my_entity
e172,高方式,my_entity
e173,暴发洪灾造成经济损失超过1000万元人民币,my_entity
e174,泥泞路段,my_entity
e175,调运3万床棉被,my_entity
e176,今年,my_entity
e177,六安市金寨县,my_entity
e178,洪流对岸,my_entity
e179,突降单点暴雨,my_entity
e180,河北省张家口市农牧局谭地宋锦丰,my_entity
e181,暴露一些问题,my_entity
e182,江西信江中游赣江上游支流琴江,my_entity
e183,三成以上,my_entity
e184,针对此次灾情,my_entity
e185,级救灾应急响应启动,my_entity
e186,常务副总指挥黄泽元,my_entity
e187,出现等山洪灾情,my_entity
e188,一些群众,my_entity
e189,湖北沙洋,my_entity
e190,两支救援队,my_entity
e191,防汛抢险存在一些困难,my_entity
e192,湘江湘潭站,my_entity
e193,受到严重影响的,my_entity
e194,边防派出所,my_entity
e195,国家防总派工作组,my_entity
e196,通知,my_entity
e197,受损国道,my_entity
e198,雅安市雨城区,my_entity
e199,民房遭受冲击,my_entity
e200,民政部门配合有关部门,my_entity
e201,伙食救助点,my_entity
e202,内蒙古大兴安岭地区,my_entity
e203,救援力量,my_entity
e204,多处航道航段,my_entity
e205,导致都江堰市中兴镇三溪村突发山体滑坡,my_entity
e206,抚慰金,my_entity
e207,库车县组织,my_entity
e208,赣南灾区村民盼迁移,my_entity
e209,受灾范围,my_entity
e210,该县猛硐乡遭受强降雨袭击引发洪涝灾害,my_entity
e211,各级安排望谟县收到2065万元捐款,my_entity
e212,先后,my_entity
e213,大部分灾民,my_entity
e214,吉林中部局地,my_entity
e215,全乡断水,my_entity
e216,国家防总坚持放在首位,my_entity
e217,一座山城,my_entity
e218,指示,my_entity
e219,红色预警,my_entity
e220,严重仁化城口镇,my_entity
e221,上万户居民,my_entity
e222,一所中学内,my_entity
e223,宁夏黄河支流红柳河发生最大洪水,my_entity
e224,国家防汛抗旱总指挥部办公室举行发布会,my_entity
e225,小沙坪站,my_entity
e226,重庆市气象台台长刘德,my_entity
e227,江西遭受袭击,my_entity
e228,中北部出现大雨,my_entity
e229,损毁饮水工程3566处,my_entity
e230,拨款程序,my_entity
e231,李华,my_entity
e232,排洪调度,my_entity
e233,保证4.66米,my_entity
e234,武警交通部队,my_entity
e235,民众提供情况,my_entity
e236,部门政府办公大楼内,my_entity
e237,上千万元,my_entity
e238,低槽东移,my_entity
e239,一号命令,my_entity
e240,漫堤险情,my_entity
e241,致1人失踪灾害,my_entity
e242,黑龙江洪灾,my_entity
e243,炉房沟山洪暴发,my_entity
e244,下游流域,my_entity
e245,湖北有累计雨量达暴雨量级,my_entity
e246,村民们,my_entity
e247,导致游客困情况,my_entity
e248,甘肃省天水市,my_entity
e249,民政部副部长孙绍骋,my_entity
e250,江南地,my_entity
e251,达222毫米,my_entity
e252,拉萨市政府防汛抗旱指挥办公室,my_entity
e253,大范围降雨,my_entity
e254,河南468个乡镇,my_entity
e255,捐助款物,my_entity
e256,辽宁吉林局地,my_entity
e257,赣北东部,my_entity
e258,重现98年洪灾,my_entity
e259,新疆军区派出直升飞机,my_entity
e260,抗洪专家组,my_entity
e261,鹿心社领导,my_entity
e262,淤泥厚,my_entity
e263,一栋楼倒塌,my_entity
e264,下阶段做好搜救工作,my_entity
e265,地质隐患威胁,my_entity
e266,欧亚中高纬大气环流,my_entity
e267,市长书记,my_entity
e268,九江市共有累计降雨超过50毫米,my_entity
e269,百色市田林县利周乡平布村尾央屯,my_entity
e270,多地雨量创下,my_entity
e271,事发现场,my_entity
e272,四川渠县洪灾,my_entity
e273,皖南山区,my_entity
e274,营救工作,my_entity
e275,新疆库车县山区,my_entity
e276,确实,my_entity
e277,房屋倒塌,my_entity
e278,转移1550人,my_entity
e279,中华全国总工会拨付救灾款,my_entity
e280,不少民房,my_entity
e281,配变设备恢复,my_entity
e282,当地共有7.7万人受灾,my_entity
e283,倒塌民房7677户,my_entity
e284,受灾面积达1946千公顷,my_entity
e285,国家防总办公室副主任束庆鹏,my_entity
e286,有的,my_entity
e287,内蒙古赤峰,my_entity
e288,国务院政策例行吹风会,my_entity
e289,供水设施摧毁,my_entity
e290,至长江中下游一带,my_entity
e291,广西水利厅,my_entity
e292,多年同期,my_entity
e293,安康城区防汛指挥部,my_entity
e294,此次暴雨,my_entity
e295,下降,my_entity
e296,降水量事件,my_entity
e297,各地灾情,my_entity
e298,台风,my_entity
e299,包括居民家中进水电话,my_entity
e300,五大特点,my_entity
e301,部分县区,my_entity
e302,总面积10%,my_entity
e303,重点站,my_entity
e304,陆浑水库泄洪,my_entity
e305,来水增多,my_entity
e306,逾8万人大暴雨,my_entity
e307,不同作业区,my_entity
e308,近期长江上中,my_entity
e309,固阳县西斗铺镇有2人死亡,my_entity
e310,重灾区永吉县,my_entity
e311,附近宾馆里,my_entity
e312,受菲特影响,my_entity
e313,易镇,my_entity
e314,坝体垮塌,my_entity
e315,伊犁州新源县,my_entity
e316,严重经济损失,my_entity
e317,抚顺市,my_entity
e318,分散性,my_entity
e319,核查房屋情况,my_entity
e320,冲锋艇设备,my_entity
e321,办公楼一楼房屋,my_entity
e322,特大暴雨造成43.25万人受灾,my_entity
e323,内蒙古红花尔基水库泄洪,my_entity
e324,驶进高速路口,my_entity
e325,中国7677万人,my_entity
e326,山洪自然灾害造成受灾,my_entity
e327,贵东有中,my_entity
e328,江西省气候中心,my_entity
e329,溃坝的话,my_entity
e330,红河哈尼族彝族自治州金平苗族瑶族傣族自治县遭受洪涝,my_entity
e331,这次爆破,my_entity
e332,国家防总副总指挥黄明,my_entity
e333,治疗,my_entity
e334,医疗组,my_entity
e335,由于,my_entity
e336,苏甲乡,my_entity
e337,朔州地强降雨,my_entity
e338,刘俊,my_entity
e339,河流堤防,my_entity
e340,最远村子,my_entity
e341,全遵合,my_entity
e342,防疫组,my_entity
e343,绵阳市支援,my_entity
e344,展开救援,my_entity
e345,该省洪灾损失情况,my_entity
e346,高速公路养护管理部门,my_entity
e347,部分山区发生山体滑坡灾害,my_entity
e348,多方力量,my_entity
e349,无人员伤亡报告,my_entity
e350,商铺经营者,my_entity
e351,一辆出租车,my_entity
e352,强降水落区位,my_entity
e353,兰州军区某防化团,my_entity
e354,人为活动因素,my_entity
e355,株洲城市,my_entity
e356,下面,my_entity
e357,坏天气致使,my_entity
e358,超过保证水位洪峰,my_entity
e359,尾声,my_entity
e360,少35%,my_entity
e361,伊犁河谷出现降雨天气,my_entity
e362,王瑞程,my_entity
e363,多个省市,my_entity
e364,阿拉善左旗巴,my_entity
e365,前期旱情,my_entity
e366,灾情偏重,my_entity
e367,蔬菜,my_entity
e368,受切变,my_entity
e369,福州区间,my_entity
e370,当雄县雪山融雪,my_entity
e371,江津区,my_entity
e372,发展变化,my_entity
e373,永善县发生山洪灾害,my_entity
e374,深圳市南山区,my_entity
e375,投入,my_entity
e376,主要落区集中,my_entity
e377,一带遭受强过程,my_entity
e378,雨量大,my_entity
e379,其中之一,my_entity
e380,返贫,my_entity
e381,武汉市新洲区举水河,my_entity
e382,驻山东蓬莱B-7313直升机,my_entity
e383,德阳地,my_entity
e384,女儿,my_entity
e385,第二大洪峰,my_entity
e386,刘忠俊姜学华,my_entity
e387,陇南市农村公路抢通情况,my_entity
e388,悼念活动,my_entity
e389,其他,my_entity
e390,都昌重灾区,my_entity
e391,困群众76人,my_entity
e392,受灾人口超过50万人,my_entity
e393,崩塌,my_entity
e394,赤峰市引发洪灾造成399354人受灾,my_entity
e395,出现管涌,my_entity
e396,下阶段,my_entity
e397,疏散的,my_entity
e398,李元明,my_entity
e399,陕西蓝天救援队,my_entity
e400,已组织,my_entity
e401,村民农忠贵,my_entity
e402,多条铁路线中断,my_entity
e403,万亩大堤决口,my_entity
e404,辽宁鞍山岫岩满族自治县,my_entity
e405,开沟渠里淤泥,my_entity
e406,宜昌夷陵区,my_entity
e407,最大冰雹直径,my_entity
e408,有的遇难者尸体裹着床单被褥,my_entity
e409,崇州观胜镇14组,my_entity
e410,化工原料桶冲入松花江中,my_entity
e411,搬迁条件,my_entity
e412,安徽洪灾,my_entity
e413,潭美生成,my_entity
e414,湖南降雨,my_entity
e415,北部大同迎来降水过程,my_entity
e416,上游汉中地区,my_entity
e417,川陕鲁苏辽局地,my_entity
e418,铁路公路干线发生洪水断道,my_entity
e419,五个督导组,my_entity
e420,河北省易县,my_entity
e421,镇卫生院,my_entity
e422,国家减灾委工作组国家减灾委秘书长姜力率领,my_entity
e423,沙袋,my_entity
e424,多地农田被淹,my_entity
e425,近100人,my_entity
e426,豫晋地,my_entity
e427,中下游地区,my_entity
e428,浸泡,my_entity
e429,南口前镇海阳村河边,my_entity
e430,主雨带,my_entity
e431,红河哈尼族彝族自治州金平苗族瑶族傣族自治县,my_entity
e432,损失120亿,my_entity
e433,云南鱼洞,my_entity
e434,黔东南州做好强降雨工作,my_entity
e435,一万五千多人,my_entity
e436,累计砖围界冲垮,my_entity
e437,洪涝灾害造成23个旗县受灾,my_entity
e438,赣湘黔局地,my_entity
e439,太湖防总科学,my_entity
e440,善后,my_entity
e441,省级专家指导,my_entity
e442,开闸,my_entity
e443,四川省雅安市汉源县万工乡境内后背山发生山体滑坡,my_entity
e444,屏山县局部,my_entity
e445,结合办法,my_entity
e446,死亡17人,my_entity
e447,吴火招,my_entity
e448,各乡镇组织危险区域群众,my_entity
e449,新疆兵团新湖农场2日,my_entity
e450,水雨情检测数据,my_entity
e451,高强度降雨量叠加,my_entity
e452,明显缓解,my_entity
e453,大型器械,my_entity
e454,出现强对流天气,my_entity
e455,来自广西壮族自治区凌云县防汛抗旱指挥部消息,my_entity
e456,受灾人口1.83万,my_entity
e457,云南省昭通市卫生局副局长邵光奎,my_entity
e458,机关单位转移,my_entity
e459,泄洪造成影响,my_entity
e460,四川省达州市,my_entity
e461,甘肃局地有40降雨,my_entity
e462,严重灾情,my_entity
e463,石河子市石南农场,my_entity
e464,多处线路区间雨量超标,my_entity
e465,宣城市广德县,my_entity
e466,湖南省交通运输厅,my_entity
e467,每秒左右,my_entity
e468,金寨汤家汇镇洪灾,my_entity
e469,各级,my_entity
e470,力量深入灾区,my_entity
e471,民政部副部长姜力,my_entity
e472,排险除险,my_entity
e473,低问题,my_entity
e474,邻居赵永新大声呼喊,my_entity
e475,村民邓雷中,my_entity
e476,数十趟列车晚点,my_entity
e477,运行秩序,my_entity
e478,一辆轿车淹没,my_entity
e479,河西镇,my_entity
e480,连日来暴雨灾害影响,my_entity
e481,阿热勒,my_entity
e482,袭击,my_entity
e483,完成无害化处理任务,my_entity
e484,山泉水,my_entity
e485,涞源县安置,my_entity
e486,米林地方出现地质灾害,my_entity
e487,喀纳斯旅游后方大本营,my_entity
e488,大水库运行,my_entity
e489,受灾一线,my_entity
e490,沈娅张伟民,my_entity
e491,县里面电,my_entity
e492,嫩江洪峰,my_entity
e493,很遗憾,my_entity
e494,天水市预备役步兵旅救援队,my_entity
e495,天水军分区,my_entity
e496,最大降雨,my_entity
e497,陕西,my_entity
e498,多种因素定性为特大暴雨造成特大山洪泥石流灾害,my_entity
e499,暴雨情况,my_entity
e500,关于紧急通知,my_entity
e501,甘肃3市州强降雨,my_entity
e502,福建省,my_entity
e503,西藏自治区民政厅,my_entity
e504,大儿子两口子,my_entity
e505,青海海西州温泉水库水位涨势趋缓,my_entity
e506,中国财政部,my_entity
e507,全部家当,my_entity
e508,中共云南省委副书记李纪恒,my_entity
e509,重要批示,my_entity
e510,强降雨天气,my_entity
e511,北京中新社,my_entity
e512,洪峰中间,my_entity
e513,包括地,my_entity
e514,强降雨坏话出现洪涝灾情,my_entity
e515,保定中部,my_entity
e516,泥石流淤泥陷车,my_entity
e517,保山市隆阳区,my_entity
e518,暴雨,my_entity
e519,汽车,my_entity
e520,孙玉英,my_entity
e521,雨水情发展,my_entity
e522,青稞农作物被淹,my_entity
e523,指挥长,my_entity
e524,国网福建电力,my_entity
e525,大规模滑坡,my_entity
e526,李纪恒领导,my_entity
e527,供电铁塔冲,my_entity
e528,转移准备,my_entity
e529,集中成片地建设,my_entity
e530,贵州全省出现7乡镇,my_entity
e531,偏差,my_entity
e532,桂林市永福县金鸡河水库观测站357.5毫米,my_entity
e533,甘肃省正值暴雨主汛期,my_entity
e534,于本洋,my_entity
e535,民政有关部门负责人,my_entity
e536,到大雨,my_entity
e537,救灾物资,my_entity
e538,面粉,my_entity
e539,中国红十字会总会,my_entity
e540,准确预报,my_entity
e541,洪水灾害致12人遇难,my_entity
e542,北部大同,my_entity
e543,各地重视学校安全管理工作,my_entity
e544,王兴於,my_entity
e545,池州贵池区,my_entity
e546,各级政府,my_entity
e547,转移是重要举措,my_entity
e548,大婴儿,my_entity
e549,出现54次洪峰,my_entity
e550,场区,my_entity
e551,若羌县祁曼地区,my_entity
e552,平均降雨量为28.4毫米,my_entity
e553,不力,my_entity
e554,该省有降水过程,my_entity
e555,涌入洪水冲走,my_entity
e556,出现暴雨过程致使,my_entity
e557,麦德姆,my_entity
e558,成都市崇州市受灾,my_entity
e559,长江洪水,my_entity
e560,帮助,my_entity
e561,一辆救护车使用,my_entity
e562,重庆省份,my_entity
e563,人口43254人,my_entity
e564,甘肃西端,my_entity
e565,数百人受灾,my_entity
e566,-477毫米,my_entity
e567,遭遇,my_entity
e568,响应等级,my_entity
e569,金寨汤家汇镇豹迹岩村村民们,my_entity
e570,大理白族自治州云龙县漕涧镇风水岭鸿信矿业公司,my_entity
e571,全国进入主汛期,my_entity
e572,使得,my_entity
e573,生命危险,my_entity
e574,安康境内,my_entity
e575,强降雨过程导致有地方转洪涝灾害,my_entity
e576,有的遇难者尸体,my_entity
e577,木垒县,my_entity
e578,最新资料,my_entity
e579,支流雪水河,my_entity
e580,第五场,my_entity
e581,超警1.2m左右洪峰,my_entity
e582,损房屋数量,my_entity
e583,抚州地,my_entity
e584,男性尸体,my_entity
e585,历史记录,my_entity
e586,袭击湖南,my_entity
e587,铁路干线,my_entity
e588,信誉度,my_entity
e589,抚顺上空,my_entity
e590,洪涝灾害导致8万人受灾,my_entity
e591,所有水系,my_entity
e592,广安市委,my_entity
e593,为主,my_entity
e594,黑龙江流域有明显降雨,my_entity
e595,受困村镇,my_entity
e596,五省市,my_entity
e597,遵义地,my_entity
e598,正在,my_entity
e599,降雨量超过100毫米的,my_entity
e600,一件事情,my_entity
e601,救助飞行队,my_entity
e602,基本生活保障工作,my_entity
e603,简称国家防总国家防汛抗旱总指挥部,my_entity
e604,死亡人口,my_entity
e605,四川德阳震灾区,my_entity
e606,澧县雷公塔站167.9毫米,my_entity
e607,黑瞎子岛水位,my_entity
e608,交通各部门,my_entity
e609,河北省民政厅23日,my_entity
e610,红基会,my_entity
e611,辽宁省丹东市宽甸县,my_entity
e612,进行责任调查,my_entity
e613,个别地方,my_entity
e614,记录以来,my_entity
e615,挖掘机,my_entity
e616,有汽车挡风玻璃被砸,my_entity
e617,阿勒泰地区布尔津县,my_entity
e618,黔东南州,my_entity
e619,生活救助资金,my_entity
e620,减灾委办公室,my_entity
e621,两湖连,my_entity
e622,核查小组,my_entity
e623,严防死守,my_entity
e624,中西部普降大雨,my_entity
e625,当地,my_entity
e626,顾立军索,my_entity
e627,响应机制,my_entity
e628,车辆免费通行,my_entity
e629,涉及停电居民,my_entity
e630,介绍上述情况的,my_entity
e631,喝干净饮用水,my_entity
e632,这三人死于2012年8月4日,my_entity
e633,更高楼层,my_entity
e634,阴雨天气,my_entity
e635,该省要求采取非常规做法,my_entity
e636,来自官方消息,my_entity
e637,棉被物资,my_entity
e638,江西省东部,my_entity
e639,吉林省有一场降雨,my_entity
e640,徐杨�t四川省防汛抗旱指挥部发布信息,my_entity
e641,级升级,my_entity
e642,洪水防御,my_entity
e643,段君明,my_entity
e644,广元市农作物基础设施,my_entity
e645,观山村地表层土质,my_entity
e646,多家单位,my_entity
e647,当天南口前镇,my_entity
e648,冷暖空气,my_entity
e649,直升飞机,my_entity
e650,加派工作组赴雨情汛情,my_entity
e651,家属安抚工作,my_entity
e652,笑脸,my_entity
e653,该县境内暴雨,my_entity
e654,恢复供水需一周时间,my_entity
e655,不同程度,my_entity
e656,广西左江洪峰,my_entity
e657,水毁道路恢复通行能力,my_entity
e658,建筑工地遭遇山洪袭击,my_entity
e659,城乡供水,my_entity
e660,有阵雨,my_entity
e661,七大流域,my_entity
e662,联合,my_entity
e663,黄启元张金川,my_entity
e664,辽宁东南部,my_entity
e665,广东,my_entity
e666,榆中县金崖镇3位村民,my_entity
e667,和田地区皮山县,my_entity
e668,历史同期第1位,my_entity
e669,损毁耕地呈现地,my_entity
e670,指导有关工作,my_entity
e671,房屋24966间,my_entity
e672,当地老百姓,my_entity
e673,多数民宅没了门窗,my_entity
e674,人员困区域,my_entity
e675,小雨,my_entity
e676,坝顶,my_entity
e677,安全,my_entity
e678,撤离之中,my_entity
e679,东营地,my_entity
e680,初步统计,my_entity
e681,暴雨引发泥石流致使,my_entity
e682,各类自然灾害,my_entity
e683,全省大部,my_entity
e684,交通部门关注实时天气预报,my_entity
e685,各级各部门强化精准预报工作,my_entity
e686,首席分析师马禹,my_entity
e687,达州市有关部门,my_entity
e688,六安市舒城县桃溪桥,my_entity
e689,因素,my_entity
e690,恢复,my_entity
e691,人民群众生命安全,my_entity
e692,党中央部署,my_entity
e693,两名失踪者遗体,my_entity
e694,中新网8月2日电中国气象局,my_entity
e695,贵州黔西南州贞丰县大寨水库发生漫坝,my_entity
e696,地方实际,my_entity
e697,牲畜死亡,my_entity
e698,张家界市109.3毫米,my_entity
e699,确认中,my_entity
e700,雅安市天全县小河乡龙六村,my_entity
e701,最重嫩江县做防范部署,my_entity
e702,该县猛硐乡,my_entity
e703,顽强生命力,my_entity
e704,有关领导,my_entity
e705,重庆綦江富屯溪支流金溪,my_entity
e706,干流哈尔滨水文站出现一遇洪峰,my_entity
e707,中国内陆腹地,my_entity
e708,交通干线,my_entity
e709,党政负责人组织各项工作,my_entity
e710,龙王爷,my_entity
e711,家中淤泥,my_entity
e712,漫民房图,my_entity
e713,大雨侵袭,my_entity
e714,贵州省减灾委秘书长张惠明,my_entity
e715,左右19.7米洪峰,my_entity
e716,雨城区中里镇龙泉村十组刘国凯,my_entity
e717,中国八省逾亿亩农作物,my_entity
e718,该县猛硐乡遭受强降雨袭击,my_entity
e719,陕北南部,my_entity
e720,甘肃省委组织人力,my_entity
e721,陇南消防支队救援队,my_entity
e722,以来,my_entity
e723,县城老城龙潭街,my_entity
e724,重型消防车上,my_entity
e725,级提升,my_entity
e726,指挥员,my_entity
e727,常委会议,my_entity
e728,都江堰市龙池造成1人遇难,my_entity
e729,是设施,my_entity
e730,中共中央政治局常委李克强,my_entity
e731,电力恢复,my_entity
e732,做好等吃穿工作,my_entity
e733,北大湖镇地交通中断,my_entity
e734,为有第三位2190立方米,my_entity
e735,造成伤亡现象,my_entity
e736,该省,my_entity
e737,成立7个工作组,my_entity
e738,强降雨过程,my_entity
e739,暴雨周强,my_entity
e740,当地气象部门,my_entity
e741,阿克苏市阿依库勒镇,my_entity
e742,新一轮暴雨,my_entity
e743,四级响应,my_entity
e744,两亿,my_entity
e745,党政干部帮助时候,my_entity
e746,四川省有关方面,my_entity
e747,千余人困,my_entity
e748,当地消防人员,my_entity
e749,广东省民政厅报告,my_entity
e750,万人,my_entity
e751,木材加工厂围墙冲垮,my_entity
e752,安徽南部黄山,my_entity
e753,猛硐瑶族乡,my_entity
e754,库车县正组织保险公司,my_entity
e755,赣南山区客家村落瑞林镇,my_entity
e756,湖北恩施市,my_entity
e757,全省海口,my_entity
e758,甘洛县致使,my_entity
e759,部分变电所,my_entity
e760,新闻发言人张家团,my_entity
e761,停放车辆,my_entity
e762,内蒙古自治区包头市固阳县李爱平,my_entity
e763,丛洋长,my_entity
e764,两万多名民众,my_entity
e765,确保口粮需要,my_entity
e766,不断,my_entity
e767,省委书记王儒林,my_entity
e768,普洱六县,my_entity
e769,各级公安机关,my_entity
e770,受降雨影响,my_entity
e771,歉意,my_entity
e772,领导干部力量投入抗洪抢险,my_entity
e773,台风纳沙余威未平,my_entity
e774,使用,my_entity
e775,困人员解救,my_entity
e776,发生的,my_entity
e777,广西崇左市民众,my_entity
e778,暴雨洪灾致7个县受灾,my_entity
e779,重庆四川贵州,my_entity
e780,大理白族自治州云龙县长新乡,my_entity
e781,山脉217国道中段发生特大洪灾,my_entity
e782,湖南青海局地,my_entity
e783,出现100大暴雨,my_entity
e784,四川部分地方发生洪涝灾情,my_entity
e785,两万八千余人受灾,my_entity
e786,保障基本生活,my_entity
e787,镇雄县鱼洞乡突降暴雨,my_entity
e788,肆虐场景,my_entity
e789,渠江镇,my_entity
e790,领导干部力量,my_entity
e791,牙克石市图里河镇28日,my_entity
e792,落汤鸡,my_entity
e793,民政部门填报国家自然灾害灾情信息系统快报表,my_entity
e794,广西来宾443毫米,my_entity
e795,群众生活,my_entity
e796,全力,my_entity
e797,受冷暖空气影响,my_entity
e798,叶城县棋盘乡,my_entity
e799,粮食价格,my_entity
e800,接二连三降雨,my_entity
e801,居民神丙荣,my_entity
e802,损毁等交通基础设施,my_entity
e803,临沧市镇康县忙丙乡,my_entity
e804,生活救助,my_entity
e805,重点项目之一,my_entity
e806,广西民政厅负责人,my_entity
e807,受灾聊城市,my_entity
e808,人员被埋,my_entity
e809,自治区副主席郝林海吴玉才,my_entity
e810,地形地质是物质基础,my_entity
e811,现场车辆通行,my_entity
e812,三个村,my_entity
e813,解放军,my_entity
e814,调查中,my_entity
e815,湘西北,my_entity
e816,礼县,my_entity
e817,舟曲县8,my_entity
e818,湖南中北部,my_entity
e819,广西梧州降雨,my_entity
e820,贵州省铜仁市北部局地,my_entity
e821,黄山区龙门乡,my_entity
e822,云南盈江洪涝,my_entity
e823,统一谋划,my_entity
e824,抢险人员安全,my_entity
e825,用于等受灾方面,my_entity
e826,新疆发生据统计,my_entity
e827,南昌,my_entity
e828,财产人员损失,my_entity
e829,全国降雨分布呈多格局,my_entity
e830,部分铁路线,my_entity
e831,多趟旅客列车出现不同程度晚点,my_entity
e832,左右80毫米,my_entity
e833,连日来暴雨造成29个县受灾,my_entity
e834,柳江江河,my_entity
